year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,7,11,750,752,-2,938,953,-15,EV,4104,N21144,EWR,CHS,89,628,7,52,2013-07-11T11:00:00Z
2013,12,4,555,605,-10,838,814,24,DL,1919,N906DE,LGA,MSP,191,1020,6,5,2013-12-04T11:00:00Z
2013,9,4,146,2050,296,NA,7,NA,UA,471,N584UA,EWR,SFO,NA,2565,20,50,2013-09-05T00:00:00Z
2013,12,17,NA,1355,NA,NA,1550,NA,MQ,3340,N1EAMQ,LGA,DTW,NA,502,13,55,2013-12-17T18:00:00Z
2013,7,6,1631,1632,-1,1818,1805,13,UA,1190,N28457,EWR,ORD,106,719,16,32,2013-07-06T20:00:00Z
2013,10,16,1559,1550,9,1846,1816,30,9E,3488,N908XJ,LGA,MCI,182,1107,15,50,2013-10-16T19:00:00Z
2013,7,20,747,750,-3,1037,1041,-4,B6,1717,N580JB,LGA,TPA,132,1010,7,50,2013-07-20T11:00:00Z
2013,5,18,1925,1925,0,2222,2230,-8,AA,1787,N3CVAA,JFK,TPA,141,1005,19,25,2013-05-18T23:00:00Z
2013,11,6,NA,1600,NA,NA,1741,NA,UA,1051,NA,LGA,ORD,NA,733,16,0,2013-11-06T21:00:00Z
2013,5,4,1403,1400,3,1533,1636,-63,UA,1076,N39463,EWR,DEN,194,1605,14,0,2013-05-04T18:00:00Z
2013,2,27,2236,2145,51,316,232,44,B6,701,N273JB,JFK,SJU,200,1598,21,45,2013-02-28T02:00:00Z
2013,4,8,1150,1200,-10,1448,1507,-19,UA,703,N508UA,JFK,LAX,339,2475,12,0,2013-04-08T16:00:00Z
2013,6,27,829,830,-1,1023,1015,8,MQ,3272,N738MQ,LGA,CLE,67,419,8,30,2013-06-27T12:00:00Z
2013,2,7,1254,1240,14,1547,1555,-8,AA,2041,N5CBAA,JFK,MIA,154,1089,12,40,2013-02-07T17:00:00Z
2013,2,12,1046,1010,36,1213,1140,33,MQ,3795,N503MQ,EWR,ORD,120,719,10,10,2013-02-12T15:00:00Z
2013,6,23,916,925,-9,1006,1036,-30,9E,3608,N8515F,JFK,PHL,29,94,9,25,2013-06-23T13:00:00Z
2013,8,5,1744,1710,34,2021,1932,49,UA,556,N414UA,EWR,PHX,282,2133,17,10,2013-08-05T21:00:00Z
2013,7,14,927,930,-3,1145,1218,-33,B6,199,N537JB,LGA,MCO,119,950,9,30,2013-07-14T13:00:00Z
2013,7,29,1555,1545,10,2001,2005,-4,DL,4,N384DA,JFK,SJU,201,1598,15,45,2013-07-29T19:00:00Z
2013,4,10,1721,1645,36,1949,1902,47,9E,3383,N901XJ,JFK,CVG,93,589,16,45,2013-04-10T20:00:00Z
2013,3,1,902,900,2,1007,1017,-10,B6,56,N267JB,JFK,BTV,48,266,9,0,2013-03-01T14:00:00Z
2013,6,4,1359,1400,-1,1704,1730,-26,DL,1565,N703TW,JFK,SFO,343,2586,14,0,2013-06-04T18:00:00Z
2013,1,21,1123,1130,-7,1412,1422,-10,UA,1736,N58101,EWR,MCO,155,937,11,30,2013-01-21T16:00:00Z
2013,9,8,1830,1830,0,2039,2112,-33,B6,711,N796JB,JFK,LAS,283,2248,18,30,2013-09-08T22:00:00Z
2013,9,23,1933,1935,-2,2208,2232,-24,DL,1485,N919DE,LGA,MCO,132,950,19,35,2013-09-23T23:00:00Z
2013,12,7,1451,1446,5,1740,1753,-13,B6,325,N517JB,JFK,TPA,152,1005,14,46,2013-12-07T19:00:00Z
2013,8,2,906,910,-4,1207,1215,-8,UA,1232,N38473,EWR,LAX,326,2454,9,10,2013-08-02T13:00:00Z
2013,5,2,1254,1300,-6,1352,1410,-18,US,2128,N950UW,LGA,BOS,39,184,13,0,2013-05-02T17:00:00Z
2013,11,13,735,742,-7,856,924,-28,EV,4125,N15973,EWR,GSO,66,445,7,42,2013-11-13T12:00:00Z
2013,9,9,1508,1510,-2,1615,1641,-26,EV,4191,N14904,EWR,BNA,102,748,15,10,2013-09-09T19:00:00Z
2013,2,1,2106,1905,121,2,2225,97,AA,21,N336AA,JFK,LAX,331,2475,19,5,2013-02-02T00:00:00Z
2013,1,31,1303,1300,3,1405,1407,-2,US,2175,N745VJ,LGA,DCA,43,214,13,0,2013-01-31T18:00:00Z
2013,10,18,1348,1325,23,1643,1623,20,UA,1054,N33103,EWR,LAX,331,2454,13,25,2013-10-18T17:00:00Z
2013,5,10,2158,2001,117,53,2308,105,B6,1505,N588JB,JFK,ABQ,241,1826,20,1,2013-05-11T00:00:00Z
2013,12,6,1521,1529,-8,1721,1740,-19,EV,4576,N11165,EWR,GRR,102,605,15,29,2013-12-06T20:00:00Z
2013,6,21,1615,1600,15,1917,1938,-21,DL,141,N624AG,JFK,SFO,325,2586,16,0,2013-06-21T20:00:00Z
2013,10,17,911,915,-4,1127,1154,-27,EV,5211,N761ND,LGA,SAV,101,722,9,15,2013-10-17T13:00:00Z
2013,11,1,1941,1925,16,2202,2151,11,9E,3304,N919XJ,JFK,MSY,169,1182,19,25,2013-11-01T23:00:00Z
2013,2,9,NA,651,NA,NA,915,NA,UA,1255,NA,EWR,DEN,NA,1605,6,51,2013-02-09T11:00:00Z
2013,10,29,1344,1355,-11,1619,1639,-20,UA,431,N498UA,EWR,DFW,196,1372,13,55,2013-10-29T17:00:00Z
2013,1,14,1021,1023,-2,1250,1255,-5,FL,347,N895AT,LGA,ATL,123,762,10,23,2013-01-14T15:00:00Z
2013,11,20,1623,1625,-2,1805,1750,15,MQ,3622,N527MQ,LGA,BNA,105,764,16,25,2013-11-20T21:00:00Z
2013,9,12,2050,1759,171,2318,2031,167,DL,61,N682DA,LGA,ATL,101,762,17,59,2013-09-12T21:00:00Z
2013,10,18,1922,1859,23,2215,2159,16,UA,1128,N24706,LGA,IAH,213,1416,18,59,2013-10-18T22:00:00Z
2013,9,25,1726,1717,9,1933,1940,-7,UA,1635,N71411,EWR,PHX,278,2133,17,17,2013-09-25T21:00:00Z
2013,10,11,654,635,19,811,751,20,B6,2802,N283JB,JFK,BUF,51,301,6,35,2013-10-11T10:00:00Z
2013,6,10,557,600,-3,712,712,0,EV,5716,N834AS,JFK,IAD,46,228,6,0,2013-06-10T10:00:00Z
2013,10,6,1726,1730,-4,1914,1916,-2,B6,1185,N348JB,JFK,RDU,67,427,17,30,2013-10-06T21:00:00Z
2013,12,13,1025,1025,0,1122,1127,-5,B6,518,N304JB,JFK,BOS,39,187,10,25,2013-12-13T15:00:00Z
2013,5,2,1352,1400,-8,1448,1513,-25,US,2177,N757UW,LGA,DCA,41,214,14,0,2013-05-02T18:00:00Z
2013,9,3,933,935,-2,1158,1240,-42,WN,4381,N477WN,EWR,AUS,184,1504,9,35,2013-09-03T13:00:00Z
2013,7,3,946,949,-3,1235,1243,-8,UA,586,N815UA,EWR,FLL,156,1065,9,49,2013-07-03T13:00:00Z
2013,10,31,754,800,-6,1001,1005,-4,9E,3353,N903XJ,JFK,DTW,93,509,8,0,2013-10-31T12:00:00Z
2013,2,7,1606,1605,1,1921,1925,-4,9E,3325,N605LR,JFK,DFW,214,1391,16,5,2013-02-07T21:00:00Z
2013,3,11,1845,1825,20,NA,2143,NA,UA,1621,N16732,EWR,SNA,NA,2434,18,25,2013-03-11T22:00:00Z
2013,7,6,853,900,-7,1206,1156,10,DL,120,N727TW,JFK,LAX,314,2475,9,0,2013-07-06T13:00:00Z
2013,6,11,1137,1115,22,1400,1410,-10,AA,739,N3FJAA,LGA,DFW,171,1389,11,15,2013-06-11T15:00:00Z
2013,4,25,1417,1345,32,1613,1505,68,WN,2226,N710SW,LGA,MDW,112,725,13,45,2013-04-25T17:00:00Z
2013,6,5,1244,1250,-6,1433,1455,-22,DL,1131,N939DL,LGA,DTW,79,502,12,50,2013-06-05T16:00:00Z
2013,11,26,1900,1900,0,2225,2251,-26,DL,435,N702TW,JFK,SFO,350,2586,19,0,2013-11-27T00:00:00Z
2013,12,17,1336,1326,10,1544,1524,20,EV,5189,N744EV,LGA,CMH,82,479,13,26,2013-12-17T18:00:00Z
2013,5,9,1210,1212,-2,1415,1423,-8,UA,1497,N11206,EWR,DEN,219,1605,12,12,2013-05-09T16:00:00Z
2013,9,23,900,810,50,1020,954,26,EV,5463,N133EV,LGA,BNA,98,764,8,10,2013-09-23T12:00:00Z
2013,11,24,1811,1800,11,2046,2039,7,DL,2147,N943DL,LGA,ATL,106,762,18,0,2013-11-24T23:00:00Z
2013,8,18,1305,1300,5,1441,1425,16,WN,752,N733SA,EWR,BNA,115,748,13,0,2013-08-18T17:00:00Z
2013,5,25,737,741,-4,856,857,-1,EV,4252,N13538,EWR,MKE,122,725,7,41,2013-05-25T11:00:00Z
2013,9,1,1047,1045,2,1248,1313,-25,UA,1409,N14250,EWR,LAS,281,2227,10,45,2013-09-01T14:00:00Z
2013,2,17,1629,1636,-7,1807,1812,-5,EV,4399,N26141,EWR,RDU,67,416,16,36,2013-02-17T21:00:00Z
2013,10,24,1523,1521,2,1822,1819,3,UA,1554,N41135,EWR,LAX,321,2454,15,21,2013-10-24T19:00:00Z
2013,7,15,1138,1135,3,1312,1341,-29,DL,2219,N315US,LGA,MSP,132,1020,11,35,2013-07-15T15:00:00Z
2013,11,21,1828,1835,-7,1938,1937,1,EV,5948,N16954,EWR,ALB,35,143,18,35,2013-11-21T23:00:00Z
2013,6,10,849,800,49,1101,1019,42,9E,3507,N600LR,JFK,MSY,163,1182,8,0,2013-06-10T12:00:00Z
2013,5,12,1334,1340,-6,1613,1640,-27,AA,753,N3EJAA,LGA,DFW,199,1389,13,40,2013-05-12T17:00:00Z
2013,6,11,2306,2059,127,30,2226,124,EV,5827,N10575,EWR,RIC,52,277,20,59,2013-06-12T00:00:00Z
2013,8,28,1628,1619,9,1927,1943,-16,UA,1284,N53442,EWR,SFO,335,2565,16,19,2013-08-28T20:00:00Z
2013,1,30,904,908,-4,1139,1120,19,EV,4638,N12996,EWR,CVG,107,569,9,8,2013-01-30T14:00:00Z
2013,6,29,1139,1139,0,1241,1254,-13,B6,1307,N337JB,JFK,IAD,46,228,11,39,2013-06-29T15:00:00Z
2013,6,19,622,630,-8,842,845,-3,DL,575,N307DQ,EWR,ATL,113,746,6,30,2013-06-19T10:00:00Z
2013,9,13,1859,1755,64,2102,2028,34,DL,1629,N3734B,JFK,LAS,285,2248,17,55,2013-09-13T21:00:00Z
2013,9,4,1432,1438,-6,1531,1550,-19,EV,3808,N11536,EWR,DCA,37,199,14,38,2013-09-04T18:00:00Z
2013,9,23,1549,1529,20,1742,1747,-5,UA,1107,N37464,EWR,DEN,208,1605,15,29,2013-09-23T19:00:00Z
2013,7,26,2301,2305,-4,13,13,0,B6,718,N328JB,JFK,BOS,40,187,23,5,2013-07-27T03:00:00Z
2013,6,24,1839,1559,160,2138,1914,144,DL,1394,N382DA,JFK,PDX,310,2454,15,59,2013-06-24T19:00:00Z
2013,2,12,1455,1455,0,1811,1805,6,UA,473,N487UA,EWR,FLL,165,1065,14,55,2013-02-12T19:00:00Z
2013,6,9,757,800,-3,1010,1014,-4,EV,4407,N11150,EWR,OMA,158,1134,8,0,2013-06-09T12:00:00Z
2013,2,22,1956,1855,61,2219,2100,79,MQ,4649,N504MQ,LGA,MSP,148,1020,18,55,2013-02-22T23:00:00Z
2013,3,3,924,929,-5,1028,1045,-17,EV,4529,N12922,EWR,IAD,42,212,9,29,2013-03-03T14:00:00Z
2013,8,2,906,901,5,1203,1158,5,UA,1626,N39728,EWR,SAN,329,2425,9,1,2013-08-02T13:00:00Z
2013,10,1,658,700,-2,947,1025,-38,DL,269,N712TW,JFK,SFO,320,2586,7,0,2013-10-01T11:00:00Z
2013,1,3,1441,1335,66,1727,1608,79,B6,615,N267JB,JFK,JAX,143,828,13,35,2013-01-03T18:00:00Z
2013,10,1,1727,1730,-3,1851,1916,-25,B6,1185,N373JB,JFK,RDU,62,427,17,30,2013-10-01T21:00:00Z
2013,5,19,636,645,-9,923,946,-23,B6,135,N633JB,JFK,RSW,150,1074,6,45,2013-05-19T10:00:00Z
2013,4,15,1523,1530,-7,1742,1803,-21,9E,3579,N841AY,JFK,IND,102,665,15,30,2013-04-15T19:00:00Z
2013,12,2,1516,1517,-1,1650,1703,-13,EV,4596,N10575,EWR,STL,136,872,15,17,2013-12-02T20:00:00Z
2013,4,6,749,755,-6,926,920,6,MQ,3737,N500MQ,EWR,ORD,109,719,7,55,2013-04-06T11:00:00Z
2013,10,10,1221,1159,22,1532,1514,18,AA,1256,N3DYAA,LGA,MIA,148,1096,11,59,2013-10-10T15:00:00Z
2013,11,30,946,953,-7,1226,1256,-30,B6,5,N635JB,EWR,FLL,144,1065,9,53,2013-11-30T14:00:00Z
2013,9,5,1656,1700,-4,1905,1937,-32,DL,1499,N967DL,LGA,ATL,101,762,17,0,2013-09-05T21:00:00Z
2013,3,19,1635,1634,1,1952,1926,26,UA,698,N673UA,EWR,IAH,215,1400,16,34,2013-03-19T20:00:00Z
2013,11,27,2045,1930,75,2300,2158,62,FL,1020,N968AT,LGA,ATL,107,762,19,30,2013-11-28T00:00:00Z
2013,2,3,1647,1650,-3,1751,1813,-22,UA,531,N487UA,EWR,BOS,39,200,16,50,2013-02-03T21:00:00Z
2013,4,18,748,750,-2,950,934,16,EV,4099,N14143,EWR,STL,140,872,7,50,2013-04-18T11:00:00Z
2013,3,6,649,700,-11,808,850,-42,AA,305,N4YEAA,LGA,ORD,108,733,7,0,2013-03-06T12:00:00Z
2013,11,11,1435,1445,-10,1654,1720,-26,9E,2918,N936XJ,JFK,IND,109,665,14,45,2013-11-11T19:00:00Z
2013,8,7,1054,1100,-6,1309,1332,-23,UA,1740,N17244,EWR,IAH,174,1400,11,0,2013-08-07T15:00:00Z
2013,2,17,2041,2030,11,2301,2306,-5,B6,619,N298JB,JFK,JAX,117,828,20,30,2013-02-18T01:00:00Z
2013,1,30,1020,1025,-5,1232,1231,1,EV,5026,N607LR,EWR,DTW,84,488,10,25,2013-01-30T15:00:00Z
2013,11,6,1824,1830,-6,2024,2047,-23,DL,415,N926DL,JFK,DTW,94,509,18,30,2013-11-06T23:00:00Z
2013,9,23,1503,1305,118,1639,1438,121,EV,5378,N600QX,LGA,PIT,58,335,13,5,2013-09-23T17:00:00Z
2013,11,17,959,1010,-11,1133,1129,4,EV,5736,N835AS,LGA,IAD,54,229,10,10,2013-11-17T15:00:00Z
2013,7,11,NA,1825,NA,NA,2046,NA,9E,3807,NA,EWR,CVG,NA,569,18,25,2013-07-11T22:00:00Z
2013,8,21,2235,2245,-10,2348,1,-13,B6,234,N294JB,JFK,BTV,47,266,22,45,2013-08-22T02:00:00Z
2013,4,14,1815,1829,-14,2031,2040,-9,9E,4059,N8423C,LGA,DAY,83,549,18,29,2013-04-14T22:00:00Z
2013,8,14,1436,1430,6,1530,1541,-11,EV,4474,N13965,EWR,MHT,38,209,14,30,2013-08-14T18:00:00Z
2013,5,27,1942,1925,17,2151,2138,13,9E,3899,N8683B,JFK,CLE,79,425,19,25,2013-05-27T23:00:00Z
2013,5,15,1504,1452,12,1723,1709,14,B6,119,N236JB,JFK,MSY,166,1182,14,52,2013-05-15T18:00:00Z
2013,8,23,850,824,26,1033,1018,15,US,1831,N172US,JFK,CLT,80,541,8,24,2013-08-23T12:00:00Z
2013,11,23,627,630,-3,1033,1018,15,US,495,N553UW,JFK,PHX,339,2153,6,30,2013-11-23T11:00:00Z
2013,2,14,726,730,-4,1048,1036,12,B6,201,N657JB,JFK,FLL,172,1069,7,30,2013-02-14T12:00:00Z
2013,7,5,633,635,-2,823,826,-3,US,1032,N179UW,EWR,CLT,83,529,6,35,2013-07-05T10:00:00Z
2013,11,8,2018,2000,18,2136,2119,17,US,2195,N724UW,LGA,DCA,44,214,20,0,2013-11-09T01:00:00Z
2013,12,9,2400,2359,1,432,440,-8,B6,1503,N705JB,JFK,SJU,195,1598,23,59,2013-12-10T04:00:00Z
2013,1,17,1500,1500,0,1652,1655,-3,MQ,4429,N739MQ,LGA,CMH,85,479,15,0,2013-01-17T20:00:00Z
2013,10,28,1754,1759,-5,2030,2053,-23,B6,299,N784JB,LGA,MCO,132,950,17,59,2013-10-28T21:00:00Z
2013,6,15,748,752,-4,945,942,3,EV,4106,N15910,EWR,STL,129,872,7,52,2013-06-15T11:00:00Z
2013,2,1,1932,1910,22,2301,2231,30,B6,87,N655JB,JFK,SLC,296,1990,19,10,2013-02-02T00:00:00Z
2013,11,5,727,725,2,913,927,-14,DL,831,N361NB,LGA,DTW,86,502,7,25,2013-11-05T12:00:00Z
2013,1,1,1928,1930,-2,2117,2135,-18,9E,4261,N8611A,JFK,RDU,75,427,19,30,2013-01-02T00:00:00Z
2013,3,17,1040,1043,-3,1325,1342,-17,UA,316,N412UA,EWR,PBI,141,1023,10,43,2013-03-17T14:00:00Z
2013,7,24,1153,1155,-2,1457,1455,2,AA,2147,N3HWAA,EWR,MIA,147,1085,11,55,2013-07-24T15:00:00Z
2013,9,20,1845,1840,5,2052,2116,-24,DL,87,N171DZ,JFK,ATL,99,760,18,40,2013-09-20T22:00:00Z
2013,4,2,640,645,-5,849,907,-18,DL,2006,N327NB,LGA,MSY,177,1183,6,45,2013-04-02T10:00:00Z
2013,7,9,1248,1255,-7,1439,1440,-1,MQ,3388,N711MQ,LGA,CMH,81,479,12,55,2013-07-09T16:00:00Z
2013,5,15,1740,1730,10,1901,1904,-3,B6,38,N179JB,JFK,ROC,56,264,17,30,2013-05-15T21:00:00Z
2013,8,6,1226,1230,-4,1350,1401,-11,9E,3319,N917XJ,JFK,BUF,52,301,12,30,2013-08-06T16:00:00Z
2013,1,1,1603,1547,16,1720,1708,12,EV,3272,N14168,EWR,BUF,58,282,15,47,2013-01-01T20:00:00Z
2013,11,5,2018,2025,-7,2301,2335,-34,UA,395,N819UA,EWR,MIA,144,1085,20,25,2013-11-06T01:00:00Z
2013,8,31,1553,1559,-6,1856,1912,-16,DL,1373,N3742C,JFK,MIA,140,1089,15,59,2013-08-31T19:00:00Z
2013,4,21,1942,1948,-6,2052,2101,-9,EV,4312,N13964,EWR,DCA,42,199,19,48,2013-04-21T23:00:00Z
2013,5,5,2148,2145,3,103,105,-2,AA,185,N324AA,JFK,LAX,341,2475,21,45,2013-05-06T01:00:00Z
2013,5,2,816,815,1,1131,1122,9,DL,269,N939DL,JFK,MIA,163,1089,8,15,2013-05-02T12:00:00Z
2013,7,18,654,700,-6,821,835,-14,AA,305,N4YFAA,LGA,ORD,105,733,7,0,2013-07-18T11:00:00Z
2013,5,27,1621,1610,11,1742,1749,-7,EV,4974,N615QX,LGA,BNA,103,764,16,10,2013-05-27T20:00:00Z
2013,5,7,1456,1500,-4,1726,1800,-34,AA,883,N4XHAA,EWR,DFW,176,1372,15,0,2013-05-07T19:00:00Z
2013,9,9,1456,1500,-4,1644,1657,-13,US,802,N162UW,EWR,CLT,75,529,15,0,2013-09-09T19:00:00Z
2013,4,29,1113,1115,-2,1356,1404,-8,UA,765,N807UA,EWR,IAH,193,1400,11,15,2013-04-29T15:00:00Z
2013,3,14,1641,1630,11,1902,1849,13,FL,620,N921AT,LGA,ATL,107,762,16,30,2013-03-14T20:00:00Z
2013,12,7,2014,2015,-1,2305,2317,-12,UA,1611,N77520,EWR,IAH,206,1400,20,15,2013-12-08T01:00:00Z
2013,12,6,1510,1415,55,1725,1638,47,DL,673,N391DA,EWR,ATL,111,746,14,15,2013-12-06T19:00:00Z
2013,3,22,1957,1918,39,2241,2216,25,UA,1632,N38268,EWR,PBI,141,1023,19,18,2013-03-22T23:00:00Z
2013,12,1,1451,1453,-2,1754,1829,-35,UA,998,N428UA,EWR,PHX,285,2133,14,53,2013-12-01T19:00:00Z
2013,10,14,1831,1815,16,2204,2138,26,DL,17,N195DN,JFK,LAX,345,2475,18,15,2013-10-14T22:00:00Z
2013,9,28,1857,1830,27,2106,2112,-6,B6,711,N662JB,JFK,LAS,287,2248,18,30,2013-09-28T22:00:00Z
2013,9,20,1232,1226,6,1403,1422,-19,EV,3848,N29917,EWR,CLT,75,529,12,26,2013-09-20T16:00:00Z
2013,2,26,632,635,-3,856,852,4,EV,4157,N11194,EWR,IND,111,645,6,35,2013-02-26T11:00:00Z
2013,1,20,1108,1115,-7,1249,1310,-21,MQ,4485,N719MQ,LGA,CMH,82,479,11,15,2013-01-20T16:00:00Z
2013,9,18,726,728,-2,925,957,-32,UA,1682,N76502,EWR,DEN,217,1605,7,28,2013-09-18T11:00:00Z
2013,7,21,800,800,0,1050,1104,-14,DL,1271,N392DA,JFK,FLL,142,1069,8,0,2013-07-21T12:00:00Z
2013,3,18,NA,2030,NA,NA,2150,NA,WN,184,N232WN,EWR,MDW,NA,711,20,30,2013-03-19T00:00:00Z
2013,2,28,1856,1903,-7,2004,2016,-12,EV,4087,N11551,EWR,PWM,48,284,19,3,2013-03-01T00:00:00Z
2013,9,27,1705,1710,-5,1818,1835,-17,MQ,3365,N807MQ,JFK,DCA,40,213,17,10,2013-09-27T21:00:00Z
2013,1,3,1453,1439,14,1754,1751,3,UA,1175,N77510,EWR,RSW,166,1068,14,39,2013-01-03T19:00:00Z
2013,9,10,1542,1450,52,1722,1637,45,EV,5675,N12126,EWR,CMH,72,463,14,50,2013-09-10T18:00:00Z
2013,11,6,2246,2250,-4,7,8,-1,B6,2002,N323JB,JFK,BUF,60,301,22,50,2013-11-07T03:00:00Z
2013,4,12,934,922,12,1218,1131,47,EV,4495,N11140,EWR,SAV,116,708,9,22,2013-04-12T13:00:00Z
2013,3,16,1348,1350,-2,1641,1615,26,US,186,N656AW,EWR,PHX,325,2133,13,50,2013-03-16T17:00:00Z
2013,2,21,1455,1455,0,1735,1729,6,B6,119,N178JB,JFK,MSY,187,1182,14,55,2013-02-21T19:00:00Z
2013,2,9,NA,900,NA,NA,1221,NA,B6,1061,N274JB,JFK,AUS,NA,1521,9,0,2013-02-09T14:00:00Z
2013,7,18,1657,1655,2,1927,1940,-13,UA,483,N535UA,EWR,LAX,289,2454,16,55,2013-07-18T20:00:00Z
2013,2,20,812,815,-3,1110,1125,-15,UA,1218,N15712,EWR,DFW,213,1372,8,15,2013-02-20T13:00:00Z
2013,4,11,1541,1545,-4,1755,1803,-8,DL,1942,N338NB,EWR,ATL,111,746,15,45,2013-04-11T19:00:00Z
2013,2,5,2005,1935,30,NA,2220,NA,EV,4204,N17196,EWR,OKC,NA,1325,19,35,2013-02-06T00:00:00Z
2013,6,10,612,610,2,737,725,12,WN,273,N8302F,LGA,MDW,119,725,6,10,2013-06-10T10:00:00Z
2013,5,2,2244,2245,-1,2,2357,5,B6,22,N197JB,JFK,SYR,42,209,22,45,2013-05-03T02:00:00Z
2013,10,25,2005,2000,5,2257,2315,-18,VX,415,N629VA,JFK,LAX,324,2475,20,0,2013-10-26T00:00:00Z
2013,4,3,1843,1850,-7,2105,2115,-10,9E,3443,N927XJ,JFK,MCI,162,1113,18,50,2013-04-03T22:00:00Z
2013,8,29,1454,1455,-1,1700,1645,15,MQ,2815,N627MQ,JFK,CLE,79,425,14,55,2013-08-29T18:00:00Z
2013,10,15,2133,2003,90,2359,2253,66,UA,652,N497UA,EWR,IAH,184,1400,20,3,2013-10-16T00:00:00Z
2013,12,6,1714,1700,14,2001,1948,13,DL,221,N981DL,LGA,ATL,122,762,17,0,2013-12-06T22:00:00Z
2013,11,20,1948,2000,-12,2236,2303,-27,B6,65,N579JB,JFK,ABQ,259,1826,20,0,2013-11-21T01:00:00Z
2013,11,5,1446,1444,2,1559,1605,-6,B6,286,N298JB,JFK,ROC,52,264,14,44,2013-11-05T19:00:00Z
2013,8,17,824,829,-5,956,1026,-30,DL,1157,N318NB,EWR,MSP,134,1008,8,29,2013-08-17T12:00:00Z
2013,11,3,1124,1130,-6,1320,1332,-12,US,2021,N767UW,LGA,CLT,86,544,11,30,2013-11-03T16:00:00Z
2013,10,27,2053,2040,13,2243,2258,-15,9E,4033,N8688C,LGA,TYS,90,647,20,40,2013-10-28T00:00:00Z
2013,1,14,1217,1218,-1,1416,1415,1,EV,4135,N11191,EWR,CLT,95,529,12,18,2013-01-14T17:00:00Z
2013,4,17,1406,1405,1,1709,1642,27,UA,1594,N37464,EWR,IAH,216,1400,14,5,2013-04-17T18:00:00Z
2013,6,19,1911,1915,-4,2148,2230,-42,AA,21,N338AA,JFK,LAX,317,2475,19,15,2013-06-19T23:00:00Z
2013,8,30,521,529,-8,729,809,-40,UA,995,N528UA,EWR,IAH,171,1400,5,29,2013-08-30T09:00:00Z
2013,11,16,1237,1244,-7,1417,1445,-28,EV,5008,N605QX,EWR,DTW,84,488,12,44,2013-11-16T17:00:00Z
2013,9,11,1602,1600,2,1857,1818,39,9E,3540,N930XJ,JFK,MSP,162,1029,16,0,2013-09-11T20:00:00Z
2013,7,29,1700,1700,0,1837,1845,-8,MQ,3216,N629MQ,JFK,ORF,54,290,17,0,2013-07-29T21:00:00Z
2013,8,18,1650,1700,-10,1842,1912,-30,B6,1119,N266JB,JFK,CLT,88,541,17,0,2013-08-18T21:00:00Z
2013,10,28,811,815,-4,1101,1055,6,DL,1429,N652DL,JFK,LAS,328,2248,8,15,2013-10-28T12:00:00Z
2013,3,24,1955,1904,51,2123,2045,38,UA,1727,N24212,EWR,ORD,110,719,19,4,2013-03-24T23:00:00Z
2013,6,21,1807,1738,29,2038,1944,54,EV,4225,N11137,EWR,MSP,143,1008,17,38,2013-06-21T21:00:00Z
2013,6,30,1944,1900,44,2218,2200,18,UA,1058,N27239,LGA,IAH,192,1416,19,0,2013-06-30T23:00:00Z
2013,12,28,724,705,19,1045,1032,13,DL,2003,N933DL,LGA,MIA,163,1096,7,5,2013-12-28T12:00:00Z
2013,11,10,1638,1630,8,2008,2010,-2,VX,27,N633VA,JFK,SFO,340,2586,16,30,2013-11-10T21:00:00Z
2013,1,22,954,959,-5,1134,1129,5,MQ,4670,N1EAMQ,LGA,BNA,127,764,9,59,2013-01-22T14:00:00Z
2013,11,25,1425,1425,0,1630,1625,5,MQ,3588,N523MQ,LGA,MSP,159,1020,14,25,2013-11-25T19:00:00Z
2013,5,21,745,755,-10,917,920,-3,MQ,3737,N502MQ,EWR,ORD,108,719,7,55,2013-05-21T11:00:00Z
2013,6,6,1731,1543,108,2054,1901,113,UA,257,N555UA,JFK,SFO,328,2586,15,43,2013-06-06T19:00:00Z
2013,3,2,826,830,-4,943,955,-12,WN,861,N251WN,EWR,MDW,102,711,8,30,2013-03-02T13:00:00Z
2013,2,10,1500,1444,16,1749,1744,5,B6,141,N618JB,JFK,PBI,136,1028,14,44,2013-02-10T19:00:00Z
2013,3,12,1843,1738,65,2114,2004,70,FL,806,N894AT,LGA,ATL,125,762,17,38,2013-03-12T21:00:00Z
2013,1,11,2141,1800,221,20,2015,245,EV,4397,N13124,EWR,MCI,169,1092,18,0,2013-01-11T23:00:00Z
2013,3,4,1008,1014,-6,1246,1312,-26,UA,1553,N78509,EWR,TPA,140,997,10,14,2013-03-04T15:00:00Z
2013,2,14,1755,1755,0,1931,1940,-9,WN,573,N8314L,LGA,MDW,119,725,17,55,2013-02-14T22:00:00Z
2013,9,13,1911,1715,116,2101,1940,81,9E,3310,N934XJ,JFK,MCI,151,1113,17,15,2013-09-13T21:00:00Z
2013,1,29,1719,1725,-6,2035,2040,-5,AA,145,N3FKAA,JFK,SAN,347,2446,17,25,2013-01-29T22:00:00Z
2013,11,23,1624,1630,-6,1803,1800,3,B6,2302,N279JB,JFK,BUF,67,301,16,30,2013-11-23T21:00:00Z
2013,12,21,1552,1530,22,1735,1708,27,UA,1638,N76505,EWR,CLE,82,404,15,30,2013-12-21T20:00:00Z
